Age,Gender,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Premium
57,F,30,0,0,1200,4,Garage,3,197.8882982
52,F,22,0,0,1800,5,Garage,1,198.0751713
53,M,26,0,0,1200,3,Road,11,222.7256556
67,F,43,0,2,1200,3,Garage,14,227.0256899
60,M,22,0,0,1800,7,Road,1,227.7062745
27,M,9,0,0,1400,5,Garage,7,193.2248013
75,M,54,0,4,1400,4,Garage,15,259.1568397
63,F,20,0,3,1400,7,Road,1,252.0775422
64,M,6,0,2,2000,3,Garage,5,210.2578166
60,M,15,4,0,1200,3,Garage,1,204.6510395
35,F,16,0,1,1200,5,Drive,1,208.3330506
26,F,6,0,3,1800,3,Garage,14,215.7247216
76,F,36,0,3,1600,2,Garage,16,234.2447752
26,F,1,4,2,1800,5,Road,9,227.5349875
26,F,3,0,4,1200,6,Drive,2,225.794181
28,F,5,4,4,1200,5,Garage,8,238.1760291
30,M,5,4,3,1400,3,Garage,2,221.8877171
45,M,20,0,1,1200,6,Garage,7,215.3596685
41,M,17,8,2,1400,6,Garage,6,249.9522138
42,F,24,0,4,1600,6,Garage,1,238.9047084
33,M,6,0,4,1400,3,Garage,6,223.9754377
55,F,29,0,2,1600,7,Garage,2,225.4312953
74,M,26,0,1,1200,6,Garage,13,226.2378035
54,M,4,0,4,1600,2,Garage,14,226.3329842
23,F,1,0,2,1200,4,Garage,15,193.0182627
61,F,29,8,3,1200,2,Garage,13,253.5843708
62,F,18,0,3,1400,6,Garage,2,229.851313
48,F,8,8,2,1200,2,Garage,12,230.5641537
71,F,54,0,3,1600,4,Garage,9,240.5860307
73,F,16,0,4,1200,6,Garage,3,240.2448957
32,F,11,0,0,1200,6,Garage,7,193.8495598
58,M,9,0,2,1400,3,Garage,2,208.5306421
79,F,49,4,1,1200,5,Garage,1,229.1330349
38,F,15,0,2,1400,3,Garage,1,204.4343923
73,M,5,0,4,1400,7,Garage,1,236.1657851
39,F,7,0,2,1200,3,Drive,4,208.1743224
55,F,9,0,4,1400,3,Road,5,246.5057635
52,F,12,0,3,1200,2,Road,3,230.5815495
40,M,21,0,1,1400,2,Garage,3,197.7303151
30,M,8,0,2,1400,2,Garage,3,197.7082114
77,M,53,0,0,1400,2,Road,2,219.5758787
58,F,17,0,3,1200,5,Garage,4,227.2588072
75,F,48,0,0,1200,2,Garage,16,205.0018596
35,F,3,0,2,1200,4,Garage,18,207.5659918
40,M,5,0,0,1600,7,Garage,1,192.0208021
38,M,16,8,4,1600,3,Garage,10,263.4850241
30,F,12,0,2,1800,4,Drive,1,213.8504668
42,M,7,0,0,1400,4,Garage,18,200.5737005
78,F,2,0,3,1200,3,Drive,3,212.8973961
33,M,14,0,2,1600,5,Garage,17,227.0324858
75,M,34,0,3,1400,6,Garage,2,240.4620529
79,F,46,0,3,1600,6,Garage,8,244.7636348
71,F,13,0,2,1200,5,Road,4,236.7305902
28,F,4,0,4,1600,2,Garage,3,208.2787479
50,F,7,0,0,1200,5,Garage,6,190.5730216
22,M,1,0,1,1200,2,Road,3,187.8206862
75,F,42,0,3,1600,4,Garage,8,238.2139812
36,F,5,0,1,1600,7,Garage,4,199.577918
62,F,38,0,2,1400,2,Garage,15,221.5808643
56,M,39,0,4,1200,2,Garage,13,242.6036533
60,M,8,0,2,1200,6,Road,2,236.3307993
55,M,4,0,4,1200,6,Garage,3,230.8895308
70,F,27,0,3,1600,6,Garage,1,233.9335777
60,M,33,0,3,1400,4,Drive,2,241.0318794
58,F,26,0,0,1200,4,Garage,19,209.6826254
35,M,5,0,0,1200,4,Garage,5,185.2525968
64,M,17,0,2,1400,3,Road,3,235.2060728
41,F,15,0,4,1200,3,Garage,2,225.0715262
31,M,6,0,0,1400,4,Road,3,204.9110358
30,M,12,0,4,1600,3,Garage,5,228.6257906
57,M,39,0,3,1400,5,Road,1,256.1332131
49,F,22,0,3,1200,3,Garage,3,220.36145
18,M,1,0,1,1400,5,Garage,2,178.4032838
34,M,4,0,0,1400,4,Garage,2,181.6063015
78,M,22,8,0,1200,3,Garage,7,227.9472249
33,F,3,0,4,1200,4,Garage,7,218.2952678
48,M,4,8,3,1200,3,Garage,2,236.4251777
35,M,4,0,3,1200,5,Road,3,234.8426957
30,M,6,0,1,2400,5,Garage,2,199.5189471
63,F,43,0,3,1400,3,Garage,5,230.1039802
20,M,3,0,0,1200,6,Road,1,198.8952669
44,F,20,0,3,1400,6,Garage,10,234.3506391
31,F,2,0,2,1600,7,Road,1,218.6513383
28,F,7,8,4,1200,5,Garage,3,250.2011403
64,M,25,4,4,1200,3,Garage,3,250.8539526
50,F,12,0,1,1200,6,Garage,18,216.9159477
44,M,13,0,4,1200,6,Road,3,258.5336224
44,M,16,0,3,1200,4,Road,13,252.7885358
41,M,9,0,2,2600,6,Garage,5,220.492833
19,F,1,0,0,1200,6,Garage,15,176.8960223
79,F,50,0,4,1200,6,Garage,12,257.1922773
60,M,9,0,2,1600,2,Road,2,224.0633101
18,F,1,0,3,1200,4,Garage,1,189.8572831
77,M,29,4,1,1200,2,Drive,3,226.1144899
34,F,14,0,2,1200,4,Drive,14,224.4576518
66,M,1,0,2,1200,2,Road,1,205.0095845
73,M,21,0,0,1200,3,Garage,3,197.1784031
56,F,26,0,1,1600,6,Drive,2,220.6465066
30,M,12,0,0,1400,7,Garage,1,196.0554385
68,F,44,0,1,1200,3,Garage,1,206.9281267
57,F,22,0,1,1200,3,Garage,4,202.3712978
43,F,11,0,3,1200,6,Garage,1,221.4132735
38,M,10,0,3,1800,3,Garage,4,218.8472436
45,M,10,0,4,1200,2,Road,3,241.9663272
33,M,1,0,3,1400,2,Road,19,224.6351605
36,M,13,0,3,1400,4,Road,1,240.6928088
56,M,27,8,2,1200,6,Garage,6,255.3766856
76,F,20,0,2,1200,6,Garage,5,223.9522353
35,F,12,0,1,1600,5,Garage,2,200.2700044
80,M,12,0,1,1200,2,Garage,7,201.2278129
53,M,7,0,3,1200,5,Garage,4,223.4391728
51,F,24,0,0,1200,4,Garage,1,193.6133447
72,M,24,0,0,1400,3,Garage,4,199.707061
26,M,4,0,0,1400,6,Garage,7,188.866391
24,M,7,0,1,1200,3,Garage,15,199.0902599
64,M,39,0,3,1400,3,Garage,6,234.2488593
36,F,1,0,2,1200,6,Garage,1,190.8086619
58,F,39,0,2,1400,6,Road,9,251.1033011
80,F,63,0,1,1600,7,Road,9,250.2355541
67,M,49,0,2,1200,3,Road,5,244.8706514
36,M,19,0,3,1400,4,Road,7,248.5287257
39,M,16,4,4,1200,4,Garage,3,247.1568453
45,F,28,0,4,1600,6,Road,2,261.4898568
74,F,50,4,3,1600,6,Garage,2,253.4409589
73,M,41,0,4,1600,2,Garage,14,247.363009
37,F,16,0,4,1400,3,Garage,15,235.9373545
50,F,30,0,0,1600,2,Drive,19,209.83652
28,M,11,0,3,1400,6,Garage,3,224.3520621
64,F,38,0,2,1400,3,Garage,3,217.6410554
39,M,22,0,0,1400,4,Garage,6,199.5418952
33,F,13,0,3,1400,4,Garage,3,217.5967177
69,M,33,0,1,1800,3,Road,5,233.9707861
48,F,17,0,1,1400,6,Garage,2,207.3465787
58,M,18,0,1,1200,2,Garage,9,203.4988647
50,M,12,0,1,1400,4,Road,1,222.6804996
28,M,4,0,4,1400,6,Garage,1,224.6592548
34,M,8,0,1,1200,2,Garage,1,186.3387631
71,F,40,0,1,1400,5,Garage,17,226.8927844
20,M,3,4,1,1400,4,Garage,5,200.7931522
40,M,9,0,0,1200,2,Garage,1,178.5811788
35,F,10,0,2,1400,3,Garage,3,202.1327667
48,F,26,8,4,1200,6,Garage,3,267.4415575
63,M,7,0,0,1400,5,Road,19,227.5926687
50,M,12,0,4,1200,6,Garage,1,237.3159477
42,M,4,0,0,1200,2,Drive,2,181.2840584
33,M,7,0,0,1200,3,Garage,4,182.8378897
79,F,53,0,0,1200,5,Garage,17,219.2274745
78,F,23,8,1,1400,4,Garage,4,236.5093534
62,M,30,0,0,1200,4,Garage,1,200.9609631
39,M,1,0,1,1200,5,Garage,9,189.4180495
70,M,30,0,2,1800,5,Road,2,247.7344229
50,M,23,0,1,1200,4,Garage,6,211.1144468
70,F,6,8,4,1200,2,Garage,14,252.8810509
68,M,33,8,2,1400,6,Garage,18,268.9060526
45,F,5,0,3,1200,3,Garage,4,208.6273512
20,F,1,0,0,1200,2,Garage,6,155.4582048
30,M,11,4,1,1400,3,Garage,11,215.395376
70,M,53,0,0,1400,4,Garage,9,213.6553596
52,F,12,0,4,1400,6,Drive,9,248.8004668
69,M,46,0,2,1200,5,Drive,9,242.6115396
52,F,24,4,0,1200,6,Road,13,242.1082242
62,F,30,0,1,1200,5,Drive,4,220.3362105
45,F,5,0,2,1600,5,Garage,14,214.8767699
21,F,3,0,0,1200,3,Garage,2,166.8436258
61,F,22,0,1,1200,3,Garage,2,201.3138786
24,F,7,0,4,1600,4,Garage,6,223.1644312
26,F,2,0,4,1800,6,Garage,4,218.1777857
71,F,52,0,4,1400,5,Drive,14,264.5916985
56,M,39,0,3,1400,5,Road,4,258.3916164
44,F,16,0,2,1200,2,Garage,17,212.7465734
47,F,25,0,2,1600,3,Garage,6,214.8891458
54,M,3,0,1,1400,2,Road,2,203.7638707
21,F,3,0,1,1200,5,Garage,9,189.2546342
30,F,3,0,4,1200,2,Garage,1,203.4908239
55,F,33,0,0,1200,2,Garage,16,199.5230726
64,M,25,0,0,1400,5,Garage,16,215.502381
45,M,28,4,2,1200,5,Road,18,267.7538257
66,F,7,0,2,1800,6,Garage,5,216.4523551
52,F,34,0,1,1400,5,Garage,7,215.1011437
35,M,18,0,4,1400,2,Garage,18,237.4288585
51,F,17,0,3,1200,5,Garage,1,223.8298682
66,M,11,0,1,1200,4,Garage,11,211.4347091
64,M,46,0,2,1200,2,Road,6,239.3925424
78,M,48,0,1,1400,3,Road,1,233.4925801
76,F,16,0,2,1400,2,Garage,7,209.8896765
21,M,2,0,0,1200,6,Garage,2,176.8418674
65,M,46,0,1,1400,7,Garage,4,225.3908356
27,M,5,0,0,1600,7,Garage,18,202.4764614
50,F,19,0,4,1200,6,Road,2,257.7922063
46,F,13,0,0,1200,3,Road,1,204.0472741
53,M,23,0,4,1600,5,Road,18,275.5942557
52,F,23,0,4,1200,2,Garage,3,225.7862501
27,F,10,0,1,2000,8,Garage,9,209.7177752
71,M,52,0,1,1200,2,Road,3,228.8037354
70,F,24,0,0,1200,6,Garage,15,212.752903
21,M,3,0,2,1400,6,Garage,6,204.0563416
58,M,14,0,3,1400,6,Garage,8,236.1072666
21,M,1,4,1,1200,5,Garage,1,191.3990692
77,M,35,0,3,1200,4,Drive,3,243.5275369
27,M,9,0,3,1200,2,Road,10,232.6368381
69,M,12,0,2,1600,2,Garage,7,211.4828622
41,M,10,0,1,1400,4,Road,1,219.6343197
41,F,2,0,4,1200,6,Garage,6,221.3942644
67,F,14,0,0,1400,2,Garage,7,187.8130996
41,F,12,0,2,1400,4,Garage,9,213.4928921
61,M,7,0,4,1200,6,Garage,9,240.9947825
19,M,2,0,0,1200,3,Road,2,186.7992373
36,F,9,8,1,1200,2,Garage,2,211.2049614
57,F,2,0,2,1600,6,Garage,1,201.4685084
49,F,11,0,2,1400,3,Garage,3,205.587026
69,M,45,0,3,1200,6,Garage,4,242.8666624
34,M,17,0,2,1200,4,Road,19,246.0108999
32,M,10,0,0,1400,4,Garage,15,198.8516304
79,M,20,0,1,1400,7,Road,1,237.8880472
44,F,25,4,1,1800,7,Drive,9,239.9810354
30,M,8,0,0,1200,3,Road,14,211.1436594
78,F,31,8,4,1400,6,Road,16,303.9034988
60,M,12,0,0,1200,4,Garage,1,193.3683187
27,F,3,0,1,1200,3,Road,1,198.0541413
50,F,18,4,3,1200,2,Garage,3,226.844838
46,M,24,0,0,1200,6,Garage,11,210.1940722
24,F,5,0,2,1400,3,Road,8,217.5692354
19,F,2,0,3,1200,5,Garage,4,201.2102456
38,F,2,0,2,1600,3,Garage,2,189.7828251
80,F,33,0,4,1400,3,Garage,2,237.497575
60,F,38,0,1,1200,4,Garage,1,208.5897548
51,F,25,8,4,1400,4,Drive,6,273.3773407
18,F,1,0,3,1600,5,Road,1,214.2709408
50,F,8,0,2,1400,6,Garage,2,211.6429802
55,F,25,0,3,2000,6,Garage,2,233.3043106
28,F,4,4,2,1600,4,Road,3,230.8540437
55,F,7,0,4,1200,6,Garage,8,235.3664571
39,M,13,0,2,1200,5,Road,1,233.5376444
61,F,23,4,1,1400,4,Road,1,238.8093404
64,F,22,0,3,1200,2,Garage,3,217.0917509
37,M,10,0,1,1400,6,Garage,2,205.0192879
80,F,57,0,3,1200,2,Garage,1,224.8929698
68,M,28,0,0,1400,5,Garage,4,207.2940075
67,M,16,0,3,1800,5,Road,1,251.5551326
45,M,20,0,0,1200,3,Garage,4,193.7177061
20,M,3,0,3,1400,3,Garage,4,202.8240579
28,M,6,0,3,1200,4,Garage,2,212.5260208
48,F,14,0,3,1200,2,Road,15,240.7744133
69,F,11,0,2,1400,5,Drive,3,223.136324
68,M,36,0,2,1200,6,Garage,2,229.3647236
54,F,22,0,2,1400,3,Garage,15,221.5095134
76,F,30,0,2,1200,4,Garage,12,227.3897548
26,F,4,4,0,1200,6,Garage,6,196.628971
78,M,9,0,0,1200,5,Road,19,230.5410236
25,F,4,0,3,1400,4,Road,11,232.3464239
64,M,1,0,1,1800,7,Garage,13,203.094243
56,F,23,0,4,1200,6,Garage,15,250.6272777
29,M,3,0,1,1200,2,Garage,16,189.2196115
63,F,1,0,0,1200,5,Garage,14,183.2546342
35,M,11,0,4,1200,6,Garage,2,234.5664571
26,M,2,0,0,1400,6,Road,3,200.1212136
21,F,4,4,3,1200,3,Garage,1,211.6784158
77,F,47,4,2,1400,4,Garage,11,244.3900199
46,M,6,0,1,1200,5,Garage,1,198.6727633
64,M,40,0,3,1400,4,Garage,1,234.2871627
78,F,52,0,3,1200,6,Garage,1,238.6041308
19,M,1,4,0,2000,5,Garage,3,184.7525296
41,M,6,0,2,1200,5,Garage,2,208.5522086
35,M,3,0,0,1200,4,Road,12,206.7659918
79,M,51,0,2,1400,6,Garage,1,233.3214517
57,F,39,0,1,1400,4,Garage,2,209.9579657
34,F,11,8,4,1800,4,Road,3,274.4223476
74,M,5,0,0,1400,3,Road,10,212.1773255
32,F,5,0,3,1200,4,Garage,3,208.9356995
32,F,2,0,0,1400,6,Road,12,204.9823285
61,F,35,0,0,1400,4,Garage,1,198.8348378
31,F,8,0,3,1400,7,Garage,15,230.2740362
35,M,9,0,2,1200,6,Garage,1,212.1610915
54,F,32,0,0,1200,5,Garage,1,199.3473159
58,M,13,0,4,1800,5,Garage,1,238.7400208
52,M,28,0,4,1400,4,Garage,1,239.7726482
77,M,45,0,0,1200,5,Garage,1,208.9132996
42,F,19,0,2,1200,4,Road,4,232.5911778
50,F,23,0,1,1200,6,Garage,1,208.5206482
70,M,44,0,0,1200,6,Garage,2,211.2019894
31,F,1,0,0,1200,5,Garage,19,181.581454
31,M,6,0,3,1200,3,Garage,3,210.3045214
52,M,24,0,0,1200,4,Garage,1,197.7686894
55,F,7,0,1,1400,6,Road,1,220.5372105
47,M,8,0,3,1200,6,Garage,6,227.5772236
57,M,37,8,2,1400,4,Garage,5,252.6034825
70,M,51,0,4,1200,2,Garage,1,236.9349136
25,M,3,0,2,1200,5,Garage,13,207.8494613
69,F,30,8,2,1400,5,Garage,2,249.0294075
31,F,3,0,3,1400,2,Drive,3,204.1238959
77,F,41,0,3,1200,2,Garage,5,225.1513665
73,F,41,0,3,1400,4,Garage,3,233.1373145
73,F,49,0,2,1200,4,Road,6,246.1925469
53,M,12,0,2,1200,2,Drive,3,212.7339351
69,F,15,0,2,1200,4,Garage,2,213.0715626
32,F,8,0,4,1400,6,Garage,5,230.4726834
50,F,5,0,4,1200,4,Garage,3,222.5059963
60,M,25,0,3,1800,6,Drive,1,244.6735991
58,M,33,0,2,1200,5,Garage,3,225.7651609
41,F,18,0,4,1400,4,Garage,5,233.536613
40,F,19,0,1,1200,6,Garage,8,210.8070579
28,F,1,0,2,1800,5,Garage,1,188.394518
77,F,33,0,0,1600,4,Garage,14,211.2952232
80,M,48,0,1,1600,7,Road,4,248.0600844
56,M,35,0,4,1200,4,Drive,1,249.379907
80,M,56,0,3,1600,7,Drive,2,255.6932898
45,F,14,0,3,1200,3,Garage,1,214.4643066
25,F,6,0,3,1200,3,Garage,1,202.9836304
61,M,13,0,0,2200,7,Road,1,224.6331176
31,F,4,0,1,1600,7,Garage,3,195.7965157
51,F,29,0,0,1800,7,Garage,11,212.6161501
18,F,1,0,1,1200,5,Garage,6,176.8325304
61,M,3,0,2,1200,2,Garage,1,193.1682358
34,F,10,0,2,1400,2,Garage,3,196.4946649
58,M,10,0,1,1400,6,Garage,3,209.4154887
42,F,8,0,0,1400,6,Garage,17,202.2481531
28,F,5,0,2,1400,4,Garage,9,203.4382018
38,F,9,0,4,1600,7,Drive,10,247.5127491
19,M,1,0,4,1200,2,Garage,12,203.8478584
27,F,4,0,0,1400,3,Garage,10,178.3263512
35,F,17,0,0,1200,6,Garage,2,194.0490017
70,F,1,8,0,1400,2,Drive,1,196.9177286
53,M,7,0,2,1400,4,Garage,4,211.2346789
71,M,2,0,2,1800,4,Garage,7,207.208251
61,M,4,0,4,1200,6,Garage,2,230.9178562
35,M,8,0,4,1600,7,Garage,1,234.71258
62,M,13,0,1,1400,4,Road,8,230.6417323
51,M,34,0,2,1400,4,Garage,1,221.1705517
25,F,8,8,3,1200,4,Garage,9,242.1875146
48,M,9,0,1,1200,2,Garage,12,198.8397513
63,M,13,0,0,1200,4,Drive,1,202.3989817
70,F,8,4,0,1200,3,Drive,9,211.2553756
19,F,2,4,3,1200,5,Road,8,237.743579
29,F,9,0,1,1600,3,Garage,10,196.0531216
38,F,14,0,2,1200,4,Garage,4,209.3474569
52,F,19,0,1,1400,6,Garage,18,221.6767254
22,M,2,0,2,1600,5,Road,1,215.4214838
40,F,21,4,1,1200,3,Garage,11,218.0990965
67,F,41,0,4,1200,3,Drive,10,251.4446655
30,F,7,0,4,1400,6,Garage,10,232.8881241
35,M,4,0,0,1400,6,Garage,5,189.6444032
47,F,1,0,2,1400,5,Drive,1,199.2814906
28,F,7,0,3,1400,3,Garage,4,208.2942187
57,M,33,0,3,2000,6,Garage,3,240.6111092
42,F,16,0,0,1200,6,Road,7,219.0225772
44,M,1,0,0,1400,7,Garage,8,184.8401233
22,F,3,8,4,1400,2,Drive,1,236.4470046
23,M,4,8,1,2000,5,Garage,11,227.1046597
20,F,2,0,0,1200,3,Drive,5,173.6095837
53,M,21,0,3,1200,6,Road,16,264.2590252
32,F,9,0,1,1200,5,Road,7,219.8132402
58,F,13,0,4,1800,3,Garage,6,231.9290125
67,F,24,0,0,1200,3,Garage,1,191.9605196
40,F,4,4,3,1400,4,Garage,2,222.2397862
54,M,25,0,3,1200,5,Garage,3,232.9724353
22,F,1,0,1,1400,4,Garage,2,173.033402
20,M,3,0,4,1200,6,Road,18,252.4952669
76,F,5,0,3,2200,5,Garage,2,221.0616054
22,F,5,0,1,1200,5,Garage,3,188.9133993
63,F,4,0,0,1400,3,Garage,11,185.9047341
44,F,3,0,4,1400,6,Garage,16,233.9736792
62,F,14,8,0,1200,4,Garage,2,218.3305094
52,F,4,8,2,1200,3,Garage,1,222.2655193
38,F,4,0,3,1200,4,Garage,13,216.5253532
51,F,13,0,0,1200,5,Garage,3,193.2837563
19,M,1,0,0,1200,5,Garage,6,171.2650682
59,F,2,0,2,1600,5,Garage,5,202.5134437
23,F,2,0,2,1200,3,Road,7,208.3276792
79,F,17,0,2,1200,2,Road,1,225.1136362
71,M,28,0,3,1600,4,Garage,5,236.1317945
53,M,9,0,3,1200,6,Garage,2,226.2806424
77,F,12,0,1,1200,4,Drive,2,210.1640056
47,F,16,0,0,1400,4,Road,14,220.886953
68,M,8,0,1,1200,4,Garage,4,203.525903
54,M,8,0,0,1400,5,Garage,2,193.8277144
64,M,22,0,4,1200,6,Road,18,277.7399147
20,F,2,8,3,1200,6,Garage,2,229.1182127
51,F,25,4,2,1600,4,Drive,4,239.1116644
73,F,24,0,0,1200,5,Garage,1,199.4576625
51,M,30,0,4,1400,4,Road,9,266.5692465
26,F,4,0,1,1200,3,Garage,1,180.0536752
47,F,3,8,0,1600,4,Garage,1,204.4294651
26,M,4,8,3,1200,4,Garage,17,247.3561029
57,F,25,0,0,1200,4,Garage,3,196.4297257
67,F,50,0,4,1200,4,Drive,1,249.668034
41,M,2,0,3,1200,4,Garage,2,206.788063
61,M,11,0,2,1600,3,Road,1,230.4071115
42,F,20,8,1,1200,5,Road,7,255.0434381
59,F,42,0,2,1200,6,Garage,4,227.0621669
76,F,24,0,0,1200,5,Garage,7,204.5798537
68,F,10,0,1,1200,4,Garage,2,199.7110514
36,M,16,0,0,1200,6,Garage,7,201.7893717
42,F,24,8,2,1600,5,Garage,2,243.940421
74,F,31,0,1,1200,4,Drive,12,225.4387274
77,M,6,0,0,1400,5,Garage,11,201.5648289
45,F,24,0,2,1200,6,Drive,1,226.018241
22,F,2,0,2,1600,6,Garage,11,201.8524379
32,M,1,0,0,1200,6,Garage,1,173.8663977
28,F,4,0,0,1400,3,Garage,15,182.6172924
56,M,26,0,4,1400,4,Road,1,259.7726482
36,F,3,8,4,1400,7,Garage,4,251.4903227
59,M,33,0,0,1200,5,Drive,10,219.5019164
25,F,4,0,4,1200,2,Road,13,233.9337081
79,F,53,0,2,1200,5,Garage,8,232.0274745
72,F,27,0,3,1200,6,Garage,1,232.7205343
34,M,11,0,0,1200,4,Garage,2,188.9283554
58,F,21,0,1,1200,4,Garage,9,209.9740326
73,F,49,0,3,1600,4,Garage,2,234.4309573
49,F,5,8,4,1400,6,Garage,8,259.1879962
60,M,3,0,2,1600,4,Garage,11,211.7163742
76,M,37,4,1,1400,2,Garage,10,226.3296433
37,F,9,0,1,1200,4,Garage,17,205.9994489
71,M,19,0,2,1600,3,Garage,2,216.7939092
39,F,8,0,3,1400,7,Garage,1,220.9106317
73,M,43,0,4,1400,5,Drive,2,257.6935862
35,F,15,0,3,1200,2,Garage,2,208.3995327
80,F,59,0,0,2200,6,Garage,1,212.8477021
79,F,49,0,3,1400,7,Garage,6,245.0567514
26,F,1,0,4,1600,4,Garage,2,205.0374917
33,M,8,0,3,1200,5,Garage,16,230.3171492
32,M,11,0,4,2000,5,Garage,2,233.9727339
28,F,6,0,3,1400,5,Garage,2,212.2720216
29,F,7,0,4,1200,6,Road,10,251.8461583
70,M,7,0,0,1200,5,Garage,1,193.2647995
31,F,5,4,2,1200,2,Drive,4,211.5730809
55,M,16,0,2,1200,3,Road,5,234.3379233
68,M,50,0,4,1400,6,Road,5,275.1635095
25,F,6,0,2,1400,2,Garage,6,192.3481823
63,M,36,0,0,1600,6,Garage,1,209.3921501
39,M,21,0,2,1200,6,Garage,14,230.2051831
70,M,39,0,0,1400,5,Garage,1,207.7767648
60,M,41,0,1,1400,5,Garage,1,216.9436428
60,M,36,0,3,1200,4,Road,4,254.557217
73,F,20,0,4,1600,7,Garage,13,253.5237969
36,M,8,0,0,1600,5,Road,10,217.6516505
69,M,38,0,4,1200,6,Road,16,281.1140517
68,F,19,4,1,1200,4,Garage,2,218.1792158
55,F,27,0,1,1200,2,Garage,2,196.717707
66,F,11,0,4,1200,3,Garage,14,235.9989481
65,F,19,0,3,1400,6,Garage,19,244.2618738
18,M,1,0,0,1200,5,Garage,10,174.0325304
67,F,26,0,0,1200,4,Garage,1,196.4366223
72,F,47,0,4,1600,7,Garage,1,250.648773
79,M,4,0,2,1400,6,Garage,9,219.3572015
51,F,28,0,2,1600,6,Drive,6,233.6911619
55,M,24,0,1,1200,4,Road,2,229.0174051
51,M,4,0,4,1600,7,Garage,2,232.9792231
77,M,37,0,0,1200,2,Road,11,223.1301333
45,F,25,0,1,1200,6,Road,2,229.144817
36,M,10,8,3,1200,2,Drive,1,243.2478455
20,M,3,0,1,1400,7,Garage,6,195.7213627
52,F,1,0,0,1200,6,Road,13,203.3504602
22,M,2,0,0,1200,4,Drive,6,183.0078261
19,M,2,0,0,1400,5,Drive,4,183.980999
68,M,13,0,3,1200,3,Garage,2,221.9742045
77,F,20,0,3,1200,6,Garage,3,232.456812
64,F,44,0,0,1600,4,Garage,13,211.3173011
58,F,34,8,3,1600,7,Garage,2,263.7953581
44,M,9,0,2,1200,6,Garage,4,216.3918241
48,M,7,0,4,1800,7,Garage,1,236.7600677
21,M,4,0,2,1400,4,Garage,2,197.7515968
63,F,46,4,0,1400,4,Garage,6,218.6126047
58,F,30,0,0,1200,6,Garage,14,212.2336336
54,F,18,0,1,1600,5,Garage,2,206.9828131
41,M,23,0,0,1200,2,Drive,1,194.2848768
50,M,11,0,0,1400,3,Road,1,208.1486477
45,M,1,0,4,1200,4,Garage,9,217.5876089
60,F,38,0,4,1600,5,Garage,18,256.6034125
61,F,11,8,2,1400,5,Garage,11,247.2171295
54,F,5,0,3,1400,6,Garage,15,228.8986395
46,F,9,0,4,1400,2,Garage,1,216.4700278
22,F,1,8,4,1200,6,Road,3,255.1355167
25,M,1,0,3,1400,6,Garage,1,202.6622704
39,M,20,0,4,1200,3,Garage,5,233.3728994
33,F,9,0,0,2200,4,Garage,1,185.3148451
69,F,29,0,2,1600,4,Garage,8,224.583938
43,F,8,0,3,1200,5,Garage,2,217.2346896
43,M,8,0,1,1800,5,Garage,3,204.0620151
70,F,24,0,3,1400,5,Garage,20,245.0927023
19,M,1,0,3,1200,5,Road,2,218.0650682
40,M,22,0,4,1400,2,Garage,1,226.5024752
39,M,2,0,0,1200,4,Garage,1,175.5879796
49,F,11,0,3,1600,3,Drive,4,225.054683
23,F,5,0,4,1200,6,Garage,7,224.8999675
51,M,11,0,4,1200,6,Drive,6,248.7782777
76,F,35,0,3,1400,6,Drive,19,258.399915
56,M,24,0,4,1400,5,Garage,6,246.1075539
29,F,10,4,3,1200,3,Garage,2,222.3909287
37,F,16,0,3,1400,4,Garage,6,222.5731155
73,F,35,0,3,1800,4,Garage,3,233.1280946
24,F,2,0,0,1600,3,Garage,16,177.3065665
32,M,5,0,3,1200,6,Garage,17,229.541901
20,F,3,4,3,1400,4,Garage,3,215.1931522
59,F,19,0,4,1400,4,Garage,1,233.6808738
44,F,10,0,2,1200,2,Road,1,216.1865444
47,M,1,0,3,1200,2,Road,5,215.4935274
75,M,53,0,3,1200,6,Garage,19,256.8427507
40,F,20,8,4,1200,2,Garage,1,247.6359071
58,M,41,4,1,1200,3,Road,5,245.624002
35,M,10,0,1,1200,6,Garage,9,209.4039757
45,M,13,0,0,1200,3,Road,1,207.8714428
63,F,16,0,2,1200,6,Drive,5,228.666298
62,F,45,0,2,1200,5,Drive,12,239.9799313
72,M,27,0,4,1200,6,Road,1,266.7205343
58,F,29,0,2,1600,5,Road,5,243.7698774
42,M,7,0,4,1400,3,Garage,6,227.1379396
21,F,4,8,1,1800,4,Garage,2,211.6748356
30,F,3,0,4,1600,6,Garage,14,229.9773982
22,M,1,0,1,1200,4,Garage,10,182.6626486
30,F,9,0,4,1400,3,Road,5,241.6566771
46,F,27,0,3,1200,6,Garage,1,229.1363365
28,M,1,0,3,1800,5,Garage,4,204.794518
69,M,2,4,3,1600,3,Road,1,241.0883212
40,F,9,0,1,1400,6,Garage,1,200.0000961
31,M,14,0,0,1400,4,Garage,1,190.0894187
32,M,5,0,2,1200,3,Garage,9,203.8999385
50,M,26,0,0,1600,4,Garage,3,201.1336757
64,F,5,0,4,1600,6,Garage,14,240.1254888
70,M,43,0,2,1200,4,Garage,17,237.6118719
28,F,2,4,3,1200,2,Garage,3,204.6284934
43,M,11,0,1,1600,4,Road,4,223.8454825
70,M,50,0,4,1200,3,Garage,15,253.382694
